religion,industry,column,staff_category,breakdown,value
christians,XV. Printing and stationery,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
christians,XV. Printing and stationery,12,Directional & supervising staff — managers,"Palestinian others, males",0
christians,XV. Printing and stationery,13,Directional & supervising staff — managers,"Palestinian others, females",0
christians,XV. Printing and stationery,14,Directional & supervising staff — managers,"non-Palestinian, males",0
christians,XV. Printing and stationery,15,Directional & supervising staff — managers,"non-Palestinian, females",0
christians,XV. Printing and stationery,16,Directional & supervising staff — supervising & technical,"persons, total",0
christians,XV. Printing and stationery,17,Directional & supervising staff — supervising & technical,"persons, males",0
christians,XV. Printing and stationery,18,Directional & supervising staff — supervising & technical,"persons, females",0
christians,XV. Printing and stationery,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
christians,XV. Printing and stationery,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
christians,XV. Printing and stationery,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",0
christians,XV. Printing and stationery,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
christians,XV. Printing and stationery,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
christians,XV. Printing and stationery,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
christians,XV. Printing and stationery,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",0
christians,XV. Printing and stationery,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
christians,XV. Printing and stationery,27,Clerical staff — clerical,"persons, total",0
christians,XV. Printing and stationery,28,Clerical staff — clerical,"persons, males",0
christians,XV. Printing and stationery,29,Clerical staff — clerical,"persons, females",0
christians,XV. Printing and stationery,30,Clerical staff — clerical,"Palestinian Arabs, males",0
christians,XV. Printing and stationery,31,Clerical staff — clerical,"Palestinian Arabs, females",0
christians,XV. Printing and stationery,32,Clerical staff — clerical,"Palestinian Jews, males",0
christians,XV. Printing and stationery,33,Clerical staff — clerical,"Palestinian Jews, females",0
christians,XV. Printing and stationery,34,Clerical staff — clerical,"Palestinian others, males",0
christians,XV. Printing and stationery,35,Clerical staff — clerical,"Palestinian others, females",0
christians,XV. Printing and stationery,36,Clerical staff — clerical,"non-Palestinian, males",0
christians,XV. Printing and stationery,37,Clerical staff — clerical,"non-Palestinian, females",0
christians,XV. Printing and stationery,38,Operatives under 17 years,"persons, total",7
christians,XV. Printing and stationery,39,Operatives under 17 years,"persons, males",6
christians,XV. Printing and stationery,40,Operatives under 17 years,"persons, females",1
christians,XV. Printing and stationery,41,Operatives under 17 years,"Palestinian Arabs, males",6
christians,XV. Printing and stationery,42,Operatives under 17 years,"Palestinian Arabs, females",0
christians,XV. Printing and stationery,43,Operatives under 17 years,"Palestinian Jews, males",0
christians,XV. Printing and stationery,44,Operatives under 17 years,"Palestinian Jews, females",0
christians,XV. Printing and stationery,45,Operatives under 17 years,"Palestinian others, males",0
christians,XV. Printing and stationery,46,Operatives under 17 years,"Palestinian others, females",1
christians,XV. Printing and stationery,47,Operatives under 17 years,"non-Palestinian, males",0
christians,XV. Printing and stationery,48,Operatives under 17 years,"non-Palestinian, females",0
christians,XV. Printing and stationery,49,Operatives 17 years and over,"persons, total",5
christians,XV. Printing and stationery,50,Operatives 17 years and over,"persons, males",3
christians,XV. Printing and stationery,51,Operatives 17 years and over,"persons, females",2
christians,XV. Printing and stationery,52,Operatives 17 years and over,"Palestinian Arabs, males",2
christians,XV. Printing and stationery,53,Operatives 17 years and over,"Palestinian Arabs, females",1
christians,XV. Printing and stationery,54,Operatives 17 years and over,"Palestinian Jews, males",0
christians,XV. Printing and stationery,55,Operatives 17 years and over,"Palestinian Jews, females",0
christians,XV. Printing and stationery,56,Operatives 17 years and over,"Palestinian others, males",1
christians,XV. Printing and stationery,57,Operatives 17 years and over,"Palestinian others, females",1
christians,XV. Printing and stationery,58,Operatives 17 years and over,"non-Palestinian, males",0
christians,XV. Printing and stationery,59,Operatives 17 years and over,"non-Palestinian, females",0
christians,XVI. Production and transmission of physical forces,2,total population engaged,persons,3
christians,XVI. Production and transmission of physical forces,3,total population engaged,males,3
christians,XVI. Production and transmission of physical forces,4,total population engaged,females,0
christians,XVI. Production and transmission of physical forces,5,Directional & supervising staff — managers,"persons, total",0
christians,XVI. Production and transmission of physical forces,6,Directional & supervising staff — managers,"persons, males",0
christians,XVI. Production and transmission of physical forces,7,Directional & supervising staff — managers,"persons, females",0
christians,XVI. Production and transmission of physical forces,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
christians,XVI. Production and transmission of physical forces,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
christians,XVI. Production and transmission of physical forces,10,Directional & supervising staff — managers,"Palestinian Jews, males",0
christians,XVI. Production and transmission of physical forces,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
christians,XVI. Production and transmission of physical forces,12,Directional & supervising staff — managers,"Palestinian others, males",0
christians,XVI. Production and transmission of physical forces,13,Directional & supervising staff — managers,"Palestinian others, females",0
