date	pub	lang	page_id	kind	term	place	haifa	dateline	diseases	transfer	window
1930-09-01	plb	en	plb19300901-01.2.9	kerentina	lazaret		page		plague		…ctious disease . poses in the event of au epidemic of plague or arranged as to make it available for hospital pur- beds , and the adjacent quarantine lazaret was so new nurses home and an isolation section of 12 ing the year . At Jaffa , Government completed the All the Municipal Hospitals were improved du…
1930-09-01	plb	en	plb19300901-01.2.9	isolation	isolation section		page		plague		… au epidemic of plague or arranged as to make it available for hospital pur- beds , and the adjacent quarantine lazaret was so new nurses home and an isolation section of 12 ing the year . At Jaffa , Government completed the All the Municipal Hospitals were improved dur- were provided by the Department of Agricultur…
1931-10-08	plb	en	plb19311008-01.2.21	quarantine_station	QUARANTINE		paragraph		cholera		…( From Our Correspondent ) QUARANTINE RAISED Cyprus to Beirut . 1 f a cas c of cholera on a steamer from weeks in consequence , of the discovery to-day after being in force for several n …
1931-10-08	plb	en	plb19311008-01.2.21	quarantine_station	quarantine		window				…amer from weeks in consequence , of the discovery to-day after being in force for several n boats from Syrian ports was raised Haifa , Wednesday— The quarantine Man Killed By Armoured Car FATAL ROAD ACCIDENT ־ children survive him . the Railway Workshops . A widow and ? : ne 10 years ago and was employed in-.…
1932-09-15	plb	en	plb19320915-01.2.6	quarantine_station	quarantine		window				…_imniedi- Nazareth , on Mountain Road . near the convent of the Soeurs de _porfusely . The body was found five knife wounds _wihich had bled Levy , a quarantine guard , wifh this morning of the body of Jacob some discovery was made at 1 a . m . Haifa , Wednesday . — The ! grue- ־ and had died immediately . be…
1932-09-15	plb	en	plb19320915-01.2.6	quarantine_station	Quarantine		paragraph				…left / se- with wreaths . The dead man was P . H . D . ghaffirs followed the _coffin Quarantine House guards and afternoon at three o clock , when The funeral took placeJthiS י ov _& r 50 years af age and ז _~^ ven children . , : . _£ 11 at ־ • …
1933-03-02	pls	en	pls19330302-01.2.24	infectious_hospital	infectious disease accommodation		paragraph				…ch resulted in relieving an overcrowded Voluntary Mental Hospital , of 30 cases and made 20 more beds available for the public . Owing to pressure on infectious disease accommodation in the…
1933-03-02	pls	en	pls19330302-01.2.24	infectious_hospital	infectious Diseases Hospital	Haifa	window				…North , arrangements were made for temporary extension of the infectious Diseases Hospital at Haifa by utilising adjoining premises . It is proposed in 1933 to construct an Infectious Disease pavillion at the Watan Hospital , Nablus , and t…
1933-03-02	pls	en	pls19330302-01.2.24	infectious_hospital	Infectious Disease pavillion		window				…re made for temporary extension of the infectious Diseases Hospital at Haifa by utilising adjoining premises . It is proposed in 1933 to construct an Infectious Disease pavillion at the Watan Hospital , Nablus , and to make further hospital provision in Northern Galilee by establishing a hospital of 20-30 beds which will obvia…
1934-11-27	pls	en	pls19341127-01.2.61	kerentina	Quarantine Station	Haifa	window				…MAN GORED BY BULL An employee at the Government Quarantine Station at Haifa sustained severe injuries when he was gored in the stomach bv a bull yesterday morning . The man , Abdel Yussef , aged 25 years , was taken …
1934-12-13	pls	en	pls19341213-01.2.41	isolation	isolation hospital		page				…ts Al Islamia Dr . MacLennan arrived this week and mined a number of _^ r / _fts inflictper : with the disease . Al Islam a - sug ests that a special isolation hospital be euipped as a combative measure ag- . inst the spread of the maladv . El Ousri Ibn Ashwai Saing of the inai Arab was knocked down by a moovcvcle on…
1939-01-01	pls	en	pls19390101-01.2.16	kerentina	Quarantine Station		other:Jaffa	Jaffa			…JAFFA , Saturday . — Muffeidi NasraUah Haddad , the Christian Arab police constable who was shot and seriously injured on Thursday near the Quarantine Station here , died the same night in the Government Hospital . His body was taken to Es Salt , Trans-Jordan , yesterday afternoon for burial . JERUSALEM—LYD…
1939-04-20	pls	en	pls19390420-01.2.11	kerentina	Quarantine Station		dateline	Haifa			… One of them who was carried o : n a stretcher is suffering from a nervous breakdown . The patients were examined by a Government physicia ; n at the Quarantine Station inside the Port , after which they were taken to the Government Hospital .…
1939-04-21	pls	en	pls19390421-01.2.16	quarantine_station	Quarantine		page				…o , were taken ashore bthe Port Marine authory ities and sent to the Government Hospital here this afternoon- \ Eariy this morning officials < of the Quarantine Section of the Department of Public Healththe 59- ,, gave ton vessel a thorough _fumigation . The clothes of who . were passengers temporarily transf…
1939-04-21	pls	en	pls19390421-01.2.16	quarantine_station	Quarantine		page			y	…a thorough _fumigation . The clothes of who . were passengers temporarily transferred to the s . s . Assimiwere taken to be fumi- , away gated at the Quarantine Sttation , while the were - passengers sup plied with overalls . Whem the fumigation was completed the passwere taken back to the schooengers ner in …
1939-04-26	pls	en	pls19390426-01.2.10	kerentina	Quarantine Station		paragraph				…trio , were transferred to the Government Hospital for treatment today . They are Moshe Millichker , 22 and Herman Ogourik , 25 . The refugees at the Quarantine Station have been provided with clothing and provisions by local associations and private firms .…
1939-05-02	pls	en	pls19390502-01.2.15	quarantine_station	quarantine		paragraph				…les who work as train guards were proceeding from Dagania to the Samakh police station when two bombs were thrown by persons who lay in wait near the quarantine . One of the bombs exploded and injured the two men who received first aid at Dagania and were removed later to the Schweizer Hospital in Tiberias . …
1939-06-08	pls	en	pls19390608-01.2.1	kerentina	quarantine station	Haifawith	dateline	Haifa		y	… Section . The motor launch Lorna proceeded to Naharia and escorted the schooner to the eastern breakwater . All the refugees were transferred to the quarantine station at Haifawith the , exception of one woman who was taken to Government Hospital . The Assimi , registered in Panama and manned by Greeks , was capture…
1939-07-04	pls	en	pls19390704-01.2.1	quarantine_station	quarantine		dateline	Haifa			…HAIFA , Monday . — Flying the Greek national colours and the yellow quarantine pennant from her mainmast , a 70-ton schooner whose name was iven as St . Nicog la unobtrusively sidled into Haifa harbour shortly before midday with…
1939-08-11	pls	en	pls19390811-01.2.1	kerentina	Quarantine Station		dateline	Haifa	influenza	y	…ty possessions and distribution of food , 20 of the women and 20 children were taken to the Immigrants Hostel at Bat Galim , and the remainder to the Quarantine Station . Two of the women passengers were urgent hospital cases , suffering from jaundice and influenza respectively , and were admitted to Government Hospi…
1939-09-13	pls	en	pls19390913-01.2.206	kerentina	quarantine station		paragraph				… lays down the Arabs six points as basis for discussion . Government has agreed to permit landing cattle at Tel Aviv , on condition that city build a quarantine station , revenue of which should to Govgo ernment tre . asury 19—Three thousand villagers of the Hebron area , denouncing Haj Amin as , the author of Palest…
1932-09-15	plb	en	plb19320915-01.2.6	quarantine_station	quarantine		window				…_imniedi- Nazareth , on Mountain Road . near the convent of the Soeurs de _porfusely . The body was found five knife wounds _wihich had bled Levy , a quarantine guard , wifh this morning of the body of Jacob some discovery was made at 1 a . m . Haifa , Wednesday . — The ! grue- ־ and had died immediately . be…
1932-09-15	plb	en	plb19320915-01.2.6	quarantine_station	Quarantine		paragraph				…left / se- with wreaths . The dead man was P . H . D . ghaffirs followed the _coffin Quarantine House guards and afternoon at three o clock , when The funeral took placeJthiS י ov _& r 50 years af age and ז _~^ ven children . , : . _£ 11 at ־ • …
1934-03-09	pls	en	pls19340309-01.2.48	isolation	Isolation Hospital		window				…ommercial vehicle on the street in Haifa known as Mountain Street between its junction with Khury Street and Catoni Street in front of the Government Isolation Hospital ; unless he is in possession of a permit so to do granted by the District Superintendent of Police , Northern District .…
